"";"trabalha";"mae";"raça";"NSEAluno";"major"
"2124";"Trabalhar";"Superior+";"Branca";"4.84";"Publica"
"2125";"Trabalhar";"Fund+";"Branca";"6.02";"Publica"
"2126";"Trabalhar";"Superior+";"Branca";"5.47";"Publica"
"2127";"Trabalhar";"Superior+";"Branca";"5.3";"Publica"
"2128";"Trabalhar";"Superior+";"Parda";"6.45";"Publica"
"2129";"Nao_Sabe";"Superior+";"Parda";"5.02";"Publica"
"2130";"Trabalhar";"Superior+";"Branca";"4.96";"Publica"
"2131";"Trabalhar";"Fund-";"Branca";"4.11";"Publica"
"2132";"Nao_Sabe";"Superior+";"Preta";"4.06";"Publica"
"2133";"Nao_Sabe";"Fund+";"Branca";"7.04";"Publica"
"2134";"Trabalhar";"Fund-";"Parda";"4.8";"Publica"
"2135";"Estudar";"Medio+";"Branca";"7.07";"Publica"
"2136";"Trabalhar";"Medio+";"Branca";"6.41";"Privada"
"2137";"Estudar";"Medio+";"Branca";"7.39";"Privada"
"2138";"Estudar";"Fund+";"Branca";"5.08";"Publica"
"2139";"Estudar";"Medio+";"Branca";"7.26";"Pub+Pri"
"2140";"Estudar";"Medio+";"Branca";"5.99";"Publica"
"2141";"Estudar";"Medio+";"Branca";"7.14";"Pub+Pri"
"2142";"Estudar";"Medio+";"Branca";"6.05";"Privada"
"2143";"Estudar";"Medio+";"Branca";"6.6";"Pub+Pri"
"2144";"Estudar";"Medio+";"Branca";"5.88";"Publica"
"2145";"Nao_Sabe";"Fund+";"Branca";"5.63";"Publica"
"2146";"Trabalhar";"Superior+";"Branca";"4.8";"Publica"
"2147";"Trabalhar";"Fund-";"Parda";"5.3";"Publica"
"2148";"Trabalhar";"Superior+";"Branca";"6.29";"Publica"
"2149";"Trabalhar";"Fund+";"Parda";"6.42";"Publica"
"2150";"Nao_Sabe";"Fund-";"Branca";"4.72";"Publica"
"2151";"Nao_Sabe";"Fund-";"Parda";"5.71";"Publica"
"2152";"Trabalhar";"Fund+";"Branca";"4.83";"Publica"
"2153";"Trabalhar";"Superior+";"Parda";"5.61";"Publica"
"2154";"Trabalhar";"Fund-";"Branca";"6.7";"Publica"
"2155";"Trabalhar";"Fund-";"Parda";"5.07";"Publica"
"2156";"Trabalhar";"Fund+";"Branca";"4.34";"Publica"
"2157";"Trabalhar";"Fund+";"Parda";"5.37";"Publica"
"2158";"Trabalhar";"Fund+";"Parda";"4.74";"Publica"
"2159";"Trabalhar";"Fund+";"Parda";"5.95";"Publica"
"2160";"Estudar";"Fund+";"Parda";"6.58";"Publica"
"2161";"Nao_Sabe";"Medio+";"Branca";"6.27";"Pub+Pri"
"2162";"Trabalhar";"Medio+";"Branca";"7.07";"Publica"
"2163";"Trabalhar";"Superior+";"Parda";"4.72";"Publica"
"2164";"Estudar";"Fund+";"Branca";"5.58";"Pub+Pri"
"2165";"Estudar";"Medio+";"Branca";"6.53";"Publica"
"2166";"Estudar";"Fund+";"Preta";"6.18";"Publica"
"2167";"Nao_Sabe";"Fund-";"Branca";"5.69";"Publica"
"2168";"Trabalhar";"Fund+";"Preta";"4.76";"Publica"
"2169";"Nao_Sabe";"Superior+";"Branca";"6.66";"Publica"
"2170";"Nao_Sabe";"Fund+";"Branca";"5.28";"Pub+Pri"
"2171";"Estudar";"Medio+";"Branca";"7.05";"Pub+Pri"
"2172";"Trabalhar";"Medio+";"Branca";"6.25";"Publica"
"2173";"Nao_Sabe";"Superior+";"Parda";"5.7";"Publica"
"2174";"Estudar";"Fund+";"Branca";"6.41";"Pub+Pri"
"2175";"Estudar";"Fund+";"Branca";"5.38";"Publica"
"2176";"Nao_Sabe";"Fund+";"Branca";"5.89";"Pub+Pri"
"2177";"Trabalhar";"Medio+";"Parda";"7.12";"Publica"
"2178";"Estudar";"Medio+";"Branca";"5.64";"Publica"
"2179";"Estudar";"Medio+";"Branca";"6.49";"Publica"
"2180";"Estudar";"Medio+";"Parda";"5.99";"Publica"
"2181";"Nao_Sabe";"Medio+";"Parda";"6.03";"Publica"
"2182";"Estudar";"Fund+";"Branca";"6.28";"Publica"
"2183";"Estudar";"Medio+";"Branca";"6.12";"Pub+Pri"
"2184";"Nao_Sabe";"Fund+";"Branca";"5.84";"Publica"
"2185";"Estudar";"Fund+";"Branca";"6.68";"Publica"
"2186";"Nao_Sabe";"Fund+";"Parda";"4.92";"Publica"
"2187";"Estudar";"Fund+";"Branca";"7.04";"Publica"
"2188";"Trabalhar";"Fund+";"Parda";"5.86";"Publica"
"2189";"Trabalhar";"Medio+";"Parda";"6.83";"Publica"
"2190";"Nao_Sabe";"Fund+";"Parda";"5.1";"Publica"
"2191";"Trabalhar";"Fund+";"Parda";"5.54";"Publica"
"2192";"Estudar";"Fund+";"Branca";"5.7";"Publica"
"2193";"Trabalhar";"Fund+";"Parda";"5.38";"Publica"
"2194";"Nao_Sabe";"Fund+";"Branca";"5.36";"Publica"
"2195";"Nao_Sabe";"Fund+";"Branca";"7.38";"Publica"
"2196";"Nao_Sabe";"Fund-";"Parda";"5.32";"Publica"
"2197";"Trabalhar";"Fund+";"Parda";"5.28";"Publica"
"2198";"Nao_Sabe";"Fund+";"Branca";"5.56";"Publica"
"2199";"Estudar";"Fund+";"Preta";"5.29";"Publica"
"2200";"Nao_Sabe";"Superior+";"Branca";"4.81";"Publica"
"2201";"Trabalhar";"Fund-";"Branca";"5.13";"Publica"
"2202";"Trabalhar";"Superior+";"Branca";"5.31";"Publica"
"2203";"Trabalhar";"Fund+";"Parda";"7.04";"Publica"
"2204";"Trabalhar";"Fund+";"Parda";"5.94";"Publica"
"2205";"Trabalhar";"Medio+";"Branca";"5.54";"Publica"
"2206";"Estudar";"Fund+";"Branca";"6.49";"Publica"
"2207";"Trabalhar";"Fund+";"Branca";"5.34";"Publica"
"2208";"Trabalhar";"Fund-";"Parda";"5.35";"Publica"
"2209";"Estudar";"Medio+";"Parda";"6.01";"Pub+Pri"
"2210";"Estudar";"Fund+";"Branca";"6.31";"Publica"
"2211";"Estudar";"Fund-";"Parda";"5.38";"Publica"
"2212";"Trabalhar";"Superior+";"Parda";"5.23";"Publica"
"2213";"Nao_Sabe";"Fund-";"Branca";"5.19";"Publica"
"2214";"Trabalhar";"Fund+";"Branca";"5.36";"Publica"
"2215";"Trabalhar";"Fund-";"Parda";"4.48";"Publica"
"2216";"Trabalhar";"Superior+";"Parda";"3.12";"Publica"
"2217";"Trabalhar";"Superior+";"Branca";"5.76";"Publica"
"2218";"Nao_Sabe";"Superior+";"Parda";"5";"Publica"
"2219";"Nao_Sabe";"Medio+";"Parda";"5.65";"Pub+Pri"
"2220";"Trabalhar";"Fund+";"Parda";"5.74";"Publica"
"2221";"Trabalhar";"Fund+";"Preta";"5.83";"Publica"
"2222";"Trabalhar";"Fund-";"Branca";"2.87";"Publica"
"2223";"Nao_Sabe";"Fund-";"Preta";"5.08";"Publica"
"2224";"Estudar";"Fund+";"Branca";"6.14";"Privada"
"2225";"Estudar";"Fund-";"Branca";"4.67";"Publica"
"2226";"Trabalhar";"Fund-";"Parda";"4.26";"Publica"
"2227";"Estudar";"Fund+";"Branca";"6.52";"Publica"
"2228";"Trabalhar";"Superior+";"Parda";"5.66";"Publica"
"2229";"Estudar";"Medio+";"Branca";"5.65";"Publica"
"2230";"Trabalhar";"Fund+";"Branca";"5.47";"Publica"
"2231";"Nao_Sabe";"Superior+";"Branca";"5.63";"Publica"
"2232";"Nao_Sabe";"Superior+";"Parda";"3.62";"Publica"
"2233";"Trabalhar";"Superior+";"Parda";"4.84";"Publica"
"2234";"Nao_Sabe";"Fund+";"Parda";"5.51";"Publica"
"2235";"Trabalhar";"Fund+";"Parda";"4.4";"Publica"
"2236";"Nao_Sabe";"Fund+";"Branca";"5.25";"Publica"
"2237";"Trabalhar";"Superior+";"Branca";"5.03";"Publica"
"2238";"Trabalhar";"Fund+";"Branca";"6.18";"Publica"
"2239";"Nao_Sabe";"Fund+";"Parda";"4.9";"Publica"
"2240";"Trabalhar";"Fund-";"Branca";"5.36";"Publica"
"2241";"Estudar";"Fund-";"Parda";"5.18";"Publica"
"2242";"Trabalhar";"Superior+";"Parda";"4.38";"Publica"
"2243";"Trabalhar";"Fund+";"Parda";"5.65";"Publica"
"2244";"Estudar";"Fund-";"Parda";"5.37";"Publica"
"2245";"Trabalhar";"Fund+";"Preta";"4.81";"Publica"
"2246";"Nao_Sabe";"Superior+";"Preta";"6.07";"Publica"
"2247";"Trabalhar";"Fund+";"Parda";"5.23";"Publica"
"2248";"Nao_Sabe";"Fund-";"Parda";"4.83";"Publica"
"2249";"Trabalhar";"Fund-";"Parda";"5.9";"Publica"
"2250";"Estudar";"Fund+";"Branca";"5.41";"Publica"
"2251";"Nao_Sabe";"Fund-";"Parda";"4.47";"Publica"
"2252";"Trabalhar";"Superior+";"Parda";"4.48";"Publica"
"2253";"Trabalhar";"Fund-";"Parda";"3.4";"Publica"
"2254";"Nao_Sabe";"Fund-";"Preta";"4.73";"Publica"
"2255";"Trabalhar";"Fund-";"Branca";"4.33";"Publica"
"2256";"Trabalhar";"Fund-";"Branca";"4.61";"Publica"
"2257";"Trabalhar";"Fund-";"Parda";"4.44";"Publica"
"2258";"Trabalhar";"Fund+";"Branca";"6.65";"Publica"
"2259";"Trabalhar";"Fund+";"Parda";"5.75";"Publica"
"2260";"Trabalhar";"Fund+";"Branca";"5.22";"Publica"
"2261";"Trabalhar";"Superior+";"Branca";"5.04";"Publica"
"2262";"Trabalhar";"Superior+";"Branca";"4.69";"Publica"
"2263";"Nao_Sabe";"Superior+";"Parda";"5.66";"Publica"
"2264";"Trabalhar";"Fund+";"Parda";"4.67";"Publica"
"2265";"Trabalhar";"Fund+";"Preta";"5.14";"Publica"
"2266";"Nao_Sabe";"Fund-";"Branca";"5.56";"Publica"
"2267";"Estudar";"Fund+";"Branca";"5.43";"Pub+Pri"
"2268";"Estudar";"Medio+";"Branca";"6.93";"Pub+Pri"
"2269";"Estudar";"Fund+";"Branca";"4.97";"Publica"
"2270";"Estudar";"Medio+";"Branca";"6.11";"Pub+Pri"
"2271";"Estudar";"Medio+";"Branca";"7.04";"Publica"
"2272";"Trabalhar";"Fund+";"Parda";"5.14";"Publica"
"2273";"Estudar";"Fund+";"Parda";"4.93";"Publica"
"2274";"Nao_Sabe";"Fund-";"Branca";"4.84";"Publica"
"2275";"Nao_Sabe";"Superior+";"Parda";"5.48";"Publica"
"2276";"Estudar";"Fund+";"Parda";"6.15";"Publica"
"2277";"Trabalhar";"Superior+";"Preta";"5.07";"Privada"
"2278";"Nao_Sabe";"Fund+";"Parda";"4.49";"Publica"
"2279";"Estudar";"Fund+";"Parda";"6.12";"Publica"
"2280";"Trabalhar";"Fund+";"Parda";"4.9";"Publica"
"2281";"Trabalhar";"Superior+";"Branca";"4.34";"Publica"
"2282";"Trabalhar";"Superior+";"Parda";"4.31";"Publica"
"2283";"Nao_Sabe";"Superior+";"Branca";"4.67";"Publica"
"2284";"Trabalhar";"Fund+";"Preta";"7.17";"Publica"
"2285";"Nao_Sabe";"Fund-";"Parda";"5.01";"Publica"
"2286";"Trabalhar";"Superior+";"Branca";"4.2";"Publica"
"2287";"Nao_Sabe";"Superior+";"Branca";"4.43";"Publica"
"2288";"Trabalhar";"Fund-";"Parda";"5.11";"Publica"
"2289";"Nao_Sabe";"Fund-";"Parda";"4.08";"Publica"
"2290";"Trabalhar";"Fund-";"Branca";"5.58";"Publica"
"2291";"Nao_Sabe";"Fund-";"Branca";"4.64";"Publica"
"2292";"Nao_Sabe";"Fund-";"Preta";"5.37";"Publica"
"2293";"Nao_Sabe";"Superior+";"Parda";"6.8";"Publica"
"2294";"Trabalhar";"Fund-";"Parda";"5.44";"Publica"
"2295";"Trabalhar";"Superior+";"Branca";"4.9";"Publica"
"2296";"Nao_Sabe";"Superior+";"Parda";"4.92";"Publica"
"2297";"Estudar";"Fund-";"Parda";"3.67";"Publica"
"2298";"Trabalhar";"Medio+";"Parda";"5.92";"Publica"
"2299";"Trabalhar";"Superior+";"Branca";"5.14";"Publica"
"2300";"Trabalhar";"Superior+";"Parda";"6.03";"Publica"
"2301";"Nao_Sabe";"Fund-";"Branca";"5.41";"Publica"
"2302";"Trabalhar";"Fund-";"Branca";"4.64";"Publica"
"2303";"Nao_Sabe";"Superior+";"Preta";"4.72";"Publica"
"2304";"Trabalhar";"Fund-";"Parda";"5.78";"Publica"
"2305";"Trabalhar";"Superior+";"Branca";"5.39";"Publica"
"2306";"Trabalhar";"Superior+";"Preta";"5.73";"Publica"
"2307";"Trabalhar";"Fund-";"Branca";"5.69";"Publica"
"2308";"Trabalhar";"Fund-";"Parda";"5.1";"Publica"
"2309";"Nao_Sabe";"Fund-";"Branca";"5.8";"Publica"
"2310";"Trabalhar";"Fund+";"Branca";"4.79";"Publica"
"2311";"Trabalhar";"Fund-";"Parda";"5.2";"Publica"
"2312";"Trabalhar";"Fund-";"Branca";"5.42";"Publica"
"2313";"Trabalhar";"Fund-";"Branca";"5.67";"Publica"
"2314";"Trabalhar";"Superior+";"Branca";"5.87";"Publica"
"2315";"Trabalhar";"Fund-";"Branca";"5.7";"Publica"
"2316";"Trabalhar";"Fund-";"Branca";"5.58";"Publica"
"2317";"Nao_Sabe";"Superior+";"Branca";"4.63";"Publica"
"2318";"Nao_Sabe";"Fund-";"Parda";"4.72";"Publica"
"2319";"Trabalhar";"Fund-";"Branca";"4.35";"Publica"
"2320";"Trabalhar";"Fund-";"Parda";"4.85";"Publica"
"2321";"Nao_Sabe";"Fund+";"Parda";"5.19";"Publica"
"2322";"Trabalhar";"Fund+";"Preta";"3.97";"Publica"
"2323";"Trabalhar";"Fund+";"Parda";"5.6";"Publica"
"2324";"Nao_Sabe";"Superior+";"Parda";"4.64";"Publica"
"2325";"Trabalhar";"Fund+";"Preta";"4.34";"Publica"
"2326";"Estudar";"Fund-";"Branca";"5.01";"Publica"
"2327";"Trabalhar";"Fund-";"Parda";"4.77";"Publica"
"2328";"Trabalhar";"Fund+";"Parda";"5.71";"Publica"
"2329";"Estudar";"Fund+";"Parda";"5.37";"Publica"
"2330";"Trabalhar";"Fund-";"Branca";"4.86";"Publica"
"2331";"Nao_Sabe";"Medio+";"Branca";"5.62";"Pub+Pri"
"2332";"Estudar";"Medio+";"Branca";"6.32";"Pub+Pri"
"2333";"Trabalhar";"Medio+";"Parda";"6.37";"Pub+Pri"
"2334";"Nao_Sabe";"Fund+";"Parda";"5.75";"Publica"
"2335";"Nao_Sabe";"Fund-";"Preta";"5.9";"Publica"
"2336";"Nao_Sabe";"Fund-";"Preta";"5.17";"Publica"
"2337";"Trabalhar";"Fund-";"Preta";"5.65";"Publica"
"2338";"Trabalhar";"Fund-";"Preta";"5.87";"Publica"
"2339";"Trabalhar";"Superior+";"Branca";"5.68";"Publica"
"2340";"Nao_Sabe";"Fund-";"Parda";"3.9";"Publica"
"2341";"Trabalhar";"Fund+";"Parda";"5.46";"Publica"
"2342";"Nao_Sabe";"Superior+";"Preta";"4.55";"Publica"
"2343";"Trabalhar";"Superior+";"Branca";"5.8";"Publica"
"2344";"Trabalhar";"Fund-";"Preta";"4.85";"Publica"
"2345";"Trabalhar";"Fund+";"Preta";"5.94";"Publica"
"2346";"Trabalhar";"Fund-";"Parda";"5.91";"Publica"
"2347";"Trabalhar";"Superior+";"Parda";"4.92";"Publica"
"2348";"Trabalhar";"Fund+";"Branca";"5.6";"Publica"
"2349";"Trabalhar";"Superior+";"Parda";"5.41";"Publica"
"2350";"Trabalhar";"Fund-";"Preta";"5.98";"Publica"
"2351";"Trabalhar";"Superior+";"Branca";"5.53";"Publica"
"2352";"Trabalhar";"Fund-";"Parda";"3.44";"Publica"
"2353";"Nao_Sabe";"Fund-";"Parda";"5.16";"Publica"
"2354";"Nao_Sabe";"Fund-";"Branca";"5.22";"Publica"
"2355";"Trabalhar";"Medio+";"Parda";"5.95";"Publica"
"2356";"Trabalhar";"Superior+";"Preta";"4.5";"Publica"
"2357";"Trabalhar";"Superior+";"Parda";"5.62";"Publica"
"2358";"Trabalhar";"Superior+";"Branca";"4.97";"Publica"
"2359";"Nao_Sabe";"Fund+";"Parda";"5.68";"Publica"
"2360";"Trabalhar";"Fund-";"Parda";"4.91";"Publica"
"2361";"Nao_Sabe";"Fund-";"Branca";"5.94";"Publica"
"2362";"Trabalhar";"Fund-";"Branca";"5.4";"Publica"
"2363";"Trabalhar";"Fund+";"Branca";"4.95";"Publica"
"2364";"Estudar";"Medio+";"Parda";"6.57";"Pub+Pri"
"2365";"Trabalhar";"Fund-";"Branca";"6.3";"Publica"
"2366";"Nao_Sabe";"Fund+";"Parda";"5.15";"Publica"
"2367";"Trabalhar";"Fund+";"Branca";"5.02";"Publica"
"2368";"Trabalhar";"Fund+";"Parda";"5.98";"Publica"
"2369";"Trabalhar";"Medio+";"Branca";"5.25";"Privada"
"2370";"Nao_Sabe";"Medio+";"Branca";"6.45";"Pub+Pri"
"2371";"Trabalhar";"Fund-";"Branca";"4.07";"Publica"
"2372";"Nao_Sabe";"Fund-";"Preta";"5.8";"Publica"
"2373";"Trabalhar";"Fund-";"Parda";"4.06";"Publica"
"2374";"Trabalhar";"Superior+";"Parda";"3.3";"Publica"
"2375";"Trabalhar";"Superior+";"Parda";"5.83";"Publica"
"2376";"Trabalhar";"Superior+";"Branca";"5.34";"Publica"
"2377";"Trabalhar";"Superior+";"Branca";"3.52";"Publica"
"2378";"Nao_Sabe";"Fund-";"Parda";"3.46";"Publica"
"2379";"Nao_Sabe";"Fund+";"Preta";"4.86";"Publica"
"2380";"Estudar";"Superior+";"Branca";"7.38";"Publica"
"2381";"Trabalhar";"Superior+";"Parda";"3.81";"Publica"
"2382";"Trabalhar";"Superior+";"Preta";"6.41";"Publica"
"2383";"Nao_Sabe";"Fund+";"Branca";"4.57";"Publica"
"2384";"Estudar";"Medio+";"Parda";"7.23";"Pub+Pri"
"2385";"Trabalhar";"Fund-";"Parda";"5.51";"Publica"
"2386";"Trabalhar";"Medio+";"Parda";"6.75";"Publica"
"2387";"Trabalhar";"Fund+";"Parda";"4.85";"Publica"
"2388";"Nao_Sabe";"Fund+";"Branca";"4.91";"Pub+Pri"
"2389";"Nao_Sabe";"Superior+";"Parda";"4.81";"Publica"
"2390";"Nao_Sabe";"Superior+";"Branca";"4.92";"Publica"
"2391";"Trabalhar";"Fund-";"Branca";"4.53";"Publica"
"2392";"Nao_Sabe";"Superior+";"Preta";"4.58";"Publica"
"2393";"Nao_Sabe";"Fund+";"Parda";"6.3";"Pub+Pri"
"2394";"Estudar";"Medio+";"Branca";"4.97";"Privada"
"2395";"Trabalhar";"Fund+";"Preta";"5.48";"Publica"
"2396";"Trabalhar";"Fund+";"Preta";"4.43";"Publica"
"2397";"Nao_Sabe";"Fund-";"Branca";"5.79";"Pub+Pri"
"2398";"Nao_Sabe";"Superior+";"Branca";"4.87";"Publica"
"2399";"Trabalhar";"Fund-";"Preta";"5.23";"Publica"
"2400";"Trabalhar";"Fund+";"Branca";"5.47";"Publica"
"2401";"Estudar";"Medio+";"Branca";"7.62";"Publica"
"2402";"Trabalhar";"Fund-";"Parda";"3.8";"Publica"
"2403";"Estudar";"Fund+";"Branca";"7.38";"Publica"
"2404";"Trabalhar";"Superior+";"Branca";"4.56";"Publica"
"2405";"Nao_Sabe";"Fund+";"Branca";"5.02";"Publica"
"2406";"Nao_Sabe";"Fund-";"Branca";"5.65";"Publica"
"2407";"Trabalhar";"Fund-";"Branca";"4.66";"Publica"
"2408";"Nao_Sabe";"Fund+";"Branca";"6.34";"Publica"
"2409";"Trabalhar";"Fund+";"Branca";"4.76";"Publica"
"2410";"Nao_Sabe";"Fund+";"Parda";"6.23";"Publica"
"2411";"Nao_Sabe";"Fund+";"Parda";"6.39";"Publica"
"2412";"Trabalhar";"Fund-";"Parda";"4.98";"Publica"
"2413";"Trabalhar";"Fund-";"Parda";"4.41";"Publica"
"2414";"Nao_Sabe";"Fund-";"Branca";"4.18";"Publica"
"2415";"Trabalhar";"Fund+";"Branca";"5.41";"Publica"
"2416";"Trabalhar";"Fund+";"Parda";"4.71";"Publica"
"2417";"Trabalhar";"Superior+";"Branca";"6.41";"Publica"
"2418";"Trabalhar";"Superior+";"Branca";"5.6";"Publica"
"2419";"Trabalhar";"Superior+";"Parda";"";"Publica"
"2420";"Nao_Sabe";"Fund+";"Branca";"4.85";"Publica"
"2421";"Trabalhar";"Superior+";"Parda";"5.89";"Publica"
"2422";"Nao_Sabe";"Fund+";"Branca";"4.83";"Publica"
"2423";"Trabalhar";"Fund+";"Parda";"5.76";"Publica"
"2424";"Trabalhar";"Superior+";"Branca";"5.69";"Publica"
"2425";"Trabalhar";"Fund+";"Branca";"4.9";"Publica"
"2426";"Trabalhar";"Fund+";"Preta";"5.28";"Publica"
"2427";"Estudar";"Superior+";"Parda";"5.31";"Publica"
"2428";"Trabalhar";"Fund+";"Branca";"5.54";"Publica"
"2429";"Nao_Sabe";"Fund+";"Branca";"5.69";"Publica"
"2430";"Trabalhar";"Fund-";"Preta";"5";"Publica"
"2431";"Trabalhar";"Fund-";"Parda";"5.07";"Publica"
"2432";"Estudar";"Fund+";"Branca";"5.52";"Publica"
"2433";"Nao_Sabe";"Superior+";"Parda";"5.81";"Publica"
"2434";"Trabalhar";"Fund+";"Parda";"5.47";"Publica"
"2435";"Estudar";"Superior+";"Parda";"4.92";"Publica"
"2436";"Trabalhar";"Fund+";"Branca";"4.74";"Publica"
"2437";"Trabalhar";"Fund-";"Branca";"5.98";"Publica"
"2438";"Nao_Sabe";"Fund-";"Branca";"4.51";"Publica"
"2439";"Trabalhar";"Fund-";"Branca";"3.8";"Publica"
"2440";"Nao_Sabe";"Fund+";"Parda";"5.28";"Publica"
"2441";"Trabalhar";"Superior+";"Preta";"4.76";"Publica"
"2442";"Trabalhar";"Fund-";"Branca";"5.78";"Publica"
"2443";"Trabalhar";"Fund-";"Parda";"4.46";"Publica"
"2444";"Nao_Sabe";"Superior+";"Branca";"3.9";"Publica"
"2445";"Nao_Sabe";"Fund+";"Branca";"6.58";"Publica"
"2446";"Nao_Sabe";"Fund-";"Branca";"5.48";"Publica"
"2447";"Nao_Sabe";"Superior+";"Parda";"6.26";"Publica"
"2448";"Nao_Sabe";"Superior+";"Branca";"6.56";"Publica"
"2449";"Trabalhar";"Fund-";"Parda";"";"Pub+Pri"
"2450";"Nao_Sabe";"Fund+";"Preta";"6.02";"Publica"
"2451";"Trabalhar";"Fund+";"Branca";"4.05";"Publica"
"2452";"Trabalhar";"Fund-";"Branca";"5.4";"Publica"
"2453";"Trabalhar";"Superior+";"Branca";"4.91";"Publica"
"2454";"Nao_Sabe";"Superior+";"Branca";"3.64";"Publica"
"2455";"Nao_Sabe";"Superior+";"Branca";"";"Publica"
"2456";"Trabalhar";"Fund+";"Branca";"5.94";"Publica"
"2457";"Trabalhar";"Superior+";"Parda";"";"Publica"
"2458";"Trabalhar";"Fund+";"Preta";"5.7";"Publica"
"2459";"Trabalhar";"Fund+";"Branca";"5.48";"Publica"
"2460";"Trabalhar";"Fund+";"Parda";"3.87";"Publica"
"2461";"Trabalhar";"Superior+";"Branca";"5.5";"Publica"
"2462";"Estudar";"Medio+";"Branca";"6.62";"Pub+Pri"
"2463";"Nao_Sabe";"Fund+";"Parda";"6.07";"Publica"
"2464";"Nao_Sabe";"Fund+";"Branca";"6.63";"Privada"
"2465";"Estudar";"Fund+";"Branca";"5.9";"Pub+Pri"
"2466";"Nao_Sabe";"Medio+";"Branca";"6.1";"Pub+Pri"
"2467";"Nao_Sabe";"Fund+";"Branca";"5.55";"Pub+Pri"
"2468";"Estudar";"Fund+";"Parda";"5.63";"Publica"
"2469";"Trabalhar";"Superior+";"Parda";"5.7";"Publica"
"2470";"Trabalhar";"Medio+";"Parda";"6.65";"Publica"
"2471";"Nao_Sabe";"Medio+";"Branca";"6.28";"Publica"
"2472";"Trabalhar";"Fund-";"Parda";"4.07";"Publica"
"2473";"Nao_Sabe";"Medio+";"Branca";"6.54";"Publica"
"2474";"Nao_Sabe";"Medio+";"Branca";"7.39";"Pub+Pri"
"2475";"Nao_Sabe";"Superior+";"Branca";"5.46";"Publica"
"2476";"Nao_Sabe";"Fund-";"Parda";"4.2";"Publica"
"2477";"Trabalhar";"Fund+";"Branca";"4.82";"Pub+Pri"
"2478";"Trabalhar";"Medio+";"Parda";"5.96";"Publica"
"2479";"Trabalhar";"Fund-";"Branca";"6.09";"Publica"
"2480";"Nao_Sabe";"Fund-";"Branca";"4.67";"Publica"
"2481";"Nao_Sabe";"Medio+";"Parda";"5.83";"Publica"
"2482";"Trabalhar";"Fund+";"Branca";"7.26";"Privada"
"2483";"Nao_Sabe";"Fund-";"Parda";"4.35";"Publica"
"2484";"Trabalhar";"Fund-";"Branca";"5.25";"Publica"
"2485";"Nao_Sabe";"Fund-";"Parda";"6.61";"Pub+Pri"
"2486";"Trabalhar";"Fund+";"Parda";"6.66";"Publica"
"2487";"Nao_Sabe";"Fund-";"Parda";"5.11";"Publica"
"2488";"Trabalhar";"Superior+";"Branca";"5.46";"Publica"
"2489";"Nao_Sabe";"Fund-";"Parda";"6.04";"Publica"
"2490";"Nao_Sabe";"Fund-";"Parda";"3.96";"Publica"
"2491";"Estudar";"Fund+";"Branca";"6.49";"Publica"
"2492";"Nao_Sabe";"Fund+";"Branca";"5.16";"Publica"
"2493";"Trabalhar";"Medio+";"Parda";"6.32";"Publica"
"2494";"Trabalhar";"Fund-";"Parda";"4.55";"Publica"
"2495";"Nao_Sabe";"Medio+";"Branca";"6.53";"Privada"
"2496";"Nao_Sabe";"Medio+";"Branca";"6.84";"Publica"
"2497";"Nao_Sabe";"Fund+";"Parda";"5.68";"Publica"
"2498";"Trabalhar";"Medio+";"Branca";"5.9";"Privada"
"2499";"Trabalhar";"Superior+";"Branca";"6.78";"Pub+Pri"
"2500";"Estudar";"Fund+";"Branca";"6.24";"Pub+Pri"
"2501";"Trabalhar";"Fund+";"Parda";"6.34";"Publica"
"2502";"Nao_Sabe";"Fund+";"Branca";"5.42";"Publica"
"2503";"Nao_Sabe";"Superior+";"Preta";"5.17";"Publica"
"2504";"Trabalhar";"Fund+";"Branca";"5.42";"Publica"
"2505";"Nao_Sabe";"Superior+";"Parda";"5.18";"Publica"
"2506";"Trabalhar";"Fund-";"Branca";"4.6";"Publica"
"2507";"Nao_Sabe";"Fund-";"Branca";"4.2";"Publica"
"2508";"Trabalhar";"Superior+";"Parda";"4.28";"Publica"
"2509";"Nao_Sabe";"Superior+";"Parda";"4.84";"Publica"
"2510";"Trabalhar";"Superior+";"Branca";"5.55";"Publica"
"2511";"Trabalhar";"Superior+";"Preta";"5.6";"Publica"
"2512";"Trabalhar";"Superior+";"Parda";"4.56";"Publica"
"2513";"Nao_Sabe";"Fund-";"Branca";"3.53";"Publica"
"2514";"Trabalhar";"Fund-";"Branca";"3.83";"Publica"
"2515";"Nao_Sabe";"Fund-";"Branca";"3.73";"Publica"
"2516";"Trabalhar";"Fund+";"Branca";"5.7";"Publica"
"2517";"Estudar";"Fund+";"Parda";"5.43";"Publica"
"2518";"Trabalhar";"Fund-";"Preta";"4.42";"Publica"
"2519";"Nao_Sabe";"Fund-";"Branca";"4.57";"Publica"
"2520";"Nao_Sabe";"Medio+";"Branca";"6.18";"Publica"
"2521";"Trabalhar";"Fund-";"Parda";"5.48";"Publica"
"2522";"Trabalhar";"Fund+";"Parda";"6.13";"Publica"
"2523";"Nao_Sabe";"Fund-";"Parda";"4.34";"Publica"
"2524";"Trabalhar";"Fund+";"Branca";"6.07";"Publica"
"2525";"Nao_Sabe";"Superior+";"Branca";"5.04";"Publica"
"2526";"Trabalhar";"Fund-";"Branca";"5.65";"Publica"
